Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,6/5/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Greece,GRC,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,9.901399171,-4.563577978,15.526377,-6.404343963,16.15855747,31.11967547,3.017423743,-1.857427154,9.63137549,14.55268638,18.41759141,23.37539499,29.40130124,0.115230253,10.32001382,14.31911317,6.313930864,12.04927448,18.80497311,11.07121297,8.406916687,-16.46410802,-5.846413735,10.94462226,1.831123632,16.84895626,5.937231362,-2.122852199,1.942954248,-3.468769229,4.123291254,10.02116479,-2.596850852,7.384031938,2.999031554,3.736526491,23.22197648,4.643369413,23.41947331,22.69740687,1.177094822,-7.311122984,-0.274268638,16.13753662,2.269190878,5.428307023,9.105130245,4.523430009,-17.26757281,4.577295379,0.551999546,2.039295406,1.755500541,8.27884194,5.233735481,-0.39502182,8.405112658,9.233790601,4.840153014,-21.5180577,24.37178863,6.606967928,1.867486556,
Grenada,GRD,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenland,GRL,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.991960203,5.201123826,-6.227201668,3.051773641,7.318114412,-8.276280803,9.43620178,4.252878358,-3.905327811,2.36722117,11.82476407,-9.9159725,15.16656572,-3.784930402,3.602208334,-5.439676398,-5.588930013,0.652062566,,,
Guatemala,GTM,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,2.352938346,3.831418943,37.14637376,-3.85650603,13.07929391,22.93729356,-6.40939584,12.4775901,12.81479137,-2.232268994,4.161849933,14.34517144,9.585052667,6.64304678,3.301495147,6.592964765,6.222886577,-0.106503997,10.04086815,5.151814189,-14.4063983,-8.451457205,-10.87808724,-3.23290052,3.181818201,-13.98678452,6.017925913,5.628019654,13.28607318,13.46386778,-9.090909205,9.393346545,6.670322163,3.361451138,12.56044949,8.686149963,8.102787004,2.394318191,4.603994418,3.816949433,-3.990027066,0.710305107,-0.517568346,8.216970938,-2.109630244,4.790667156,9.416119589,-0.162997452,-2.661219591,6.133976528,3.007954772,1.753647296,6.662733741,6.927340088,2.837720864,2.359042646,1.490103369,-0.370081694,0.231762325,-7.525712428,10.20789453,7.519503553,-2.521523582,
Guam,GUM,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.06313835,25.77433628,4.309586631,-1.602023609,-2.65638389,-7.922535211,-14.24474187,-0.11148272,6.473214286,5.241090147,6.075697211,-0.375586854,-1.602262017,7.471264368,1.604278075,0.263157895,18.28521435,-73.74260355,-47.88732394,150.2702703,,
Guyana,GUY,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High income,HIC,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,,,,,,,,,,6.215227238,7.720416885,11.37931033,6.365111517,-2.788139777,9.483171588,5.976347769,6.238176657,6.823989481,4.659956492,5.018590089,-0.625157929,2.760506038,9.835807465,4.88648721,2.985185032,5.677310033,7.968660365,7.246854948,5.18937151,2.824236347,4.092379591,3.250838636,9.080925079,9.197186639,6.216094207,10.64164391,4.363237502,5.592943427,11.75274017,0.495216652,2.209845549,3.821075901,9.714563132,6.543651649,8.586547109,6.781340177,2.528771747,-10.16092717,11.83222046,6.411911787,2.712307103,3.148257124,3.678154479,3.718954072,2.545334343,4.782461086,3.615199345,1.447454258,-8.033547447,9.357878233,5.579335121,0.837786259,
"Hong Kong SAR, China",HKG,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,8.363616442,6.263797374,9.22166894,8.917863314,11.60967806,11.16884048,12.26107977,15.29185449,10.65205661,3.465194265,8.908321007,9.032502896,-3.402963931,1.240865761,25.52026424,4.134167695,12.30420888,16.46696526,14.60219491,13.19829954,-1.701509513,11.905662,18.89128604,5.159754347,13.135405,27.8080033,21.04924893,6.994658986,6.990231623,13.84275738,17.64151612,12.15541638,9.234097746,9.930350687,6.273689743,6.273583699,-5.422849569,3.205143501,16.91592338,-1.050555512,8.562824095,13.10479178,16.10562508,12.16764909,10.17494483,8.241020709,3.519773077,-9.121083222,17.56976938,4.807949424,3.204925252,7.818216148,0.972692327,-1.371326482,0.683993164,5.845422658,3.654137763,-6.145595761,-6.681131108,17.03737168,-12.53514842,-6.564317546,
Honduras,HND,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,1.187878522,3.258269758,3.82830776,8.960891133,36.64885776,16.41902012,7.528684191,12.61239707,-5.983172387,8.821194136,13.21540039,0.183823587,10.18348056,-9.908404956,3.881700577,1.067615705,-0.264090263,24.21716814,9.941595914,-2.969952146,4.015417599,-10.20012912,0.718907263,-0.428265526,2.659354952,6.626781011,2.423051735,-0.895140665,5.096774193,0.491098834,-2.01588273,7.980049981,-1.096997802,-10.09924113,13.57142873,8.061749574,1.32275127,1.56657954,-11.15681226,6.481481473,3.960836362,10.01042718,8.727986366,13.20183514,5.306423169,1.553617196,2.536939332,0.859724942,-15.89693577,15.68472922,8.36223467,9.848811181,-1.281047036,3.358464969,2.899861758,0.886736666,4.870250657,1.367903745,0.972445523,-21.02633069,23.1786708,6.59773249,-7.49403037,
Heavily indebted poor countries (HIPC),HPC,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.269237925,16.67900844,41.2080502,-4.90844323,6.320656531,12.725535,15.77187428,8.847874915,4.316509034,10.13507598,9.879549955,9.750740474,0.549052516,8.664604784,-53.87537449,4.526655896,0.680008277,9.439598679,0.887393786,0.671946638,11.65220717,4.648859465,5.630047502,-8.063835123,11.10135564,11.68725701,2.851622317,
Croatia,HRV,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.74615297,6.695448925,-0.217484548,1.448684958,13.93850899,9.793178025,4.851233214,6.630007897,7.366006448,4.599644644,7.947213684,4.95531642,-2.149630242,-13.79107585,7.811112409,2.271321174,-1.504610223,2.603395226,7.274716637,10.24089902,7.049036872,6.948673966,3.600142612,6.843031696,-23.19398122,32.73434101,26.99185997,-2.940469082,
Haiti,HTI,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.02821786,0.338417098,-9.920443008,-24.61058979,22.23140258,-33.67139729,35.16819305,27.30015172,14.27724724,23.27631334,16.484439,-68.84959049,-1.827298137,-4.146559038,108.5722597,-10.52643036,2.655146667,-27.21114941,104.7882358,7.133877567,9.070778741,-18.07672467,130.1672252,-1.192716404,5.636181546,5.746293639,0.149144045,-5.588417839,0.533251464,-0.118930657,-2.13167877,-37.92971777,23.46030171,2.378277532,-9.620958122,
Hungary,HUN,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.101643798,-10.13933588,13.71999863,36.41168736,9.16615137,22.74735328,15.4789913,11.80117032,25.00414694,8.832351194,5.760348443,6.24958153,17.8873673,12.87532778,19.51847969,16.10438314,6.691641824,-10.72379882,11.11821366,6.407736438,-1.703779244,4.10299087,9.197783279,7.365379523,3.804183205,6.475446152,4.984565186,5.424478265,-6.1478746,8.277131289,11.38128453,0.939948271,
IBRD only,IBD,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDA & IBRD total,IBT,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDA total,IDA,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.06002688,3.357081932,5.220325837,27.93935877,0.564580226,5.832328169,8.693045061,10.19124367,10.91064565,7.995401674,11.41144702,7.452271668,8.196815509,-1.840144855,7.899857124,-31.58304701,-14.32258035,3.341512432,5.569588644,-3.977796485,0.605832714,8.361310316,6.07674657,8.425251374,-11.05783816,11.22093254,13.78301076,3.984019682,
IDA blend,IDB,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indonesia,IDN,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,9.038461543,-8.641975313,-5.984555983,11.90965092,3.11926606,-1.06761566,-0.179856115,10.45045045,14.02936379,17.73962804,11.78614824,22.82608695,24.77876106,3.625489182,-9.733504347,12.50394696,22.36879034,1.852064221,2.572763611,-5.636663008,-2.390507767,-13.93755214,6.279858755,6.539527384,-7.804245941,15.21233976,14.62358027,1.051474471,10.44646461,0.451046177,19.8802611,14.66440082,6.608728967,9.941188404,7.721173047,7.560019063,7.79997402,11.18317501,-31.80498147,26.48491894,0.644980257,-1.21693046,5.88637987,13.5283305,16.60131418,9.405525678,8.542979716,9.5334607,-9.690138051,15.26632241,14.76991924,1.60874875,4.166957513,1.074639597,-2.120239724,-1.660508613,8.897292176,6.514147381,-0.477023226,-8.417815798,17.9902912,16.23391258,1.323247744,
IDA only,IDX,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.854796076,10.0378955,10.06709434,12.95159656,7.247572557,12.10745651,8.077538311,8.867942588,-1.326282479,7.523510663,-39.1370747,-16.81248382,2.761807135,7.902495316,-5.425193325,0.116232853,9.980505472,5.159176672,7.719609525,-11.40941023,11.80787096,14.83332671,4.786537224,
Isle of Man,IMN,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,-0.185873212,-0.57983124,8.404077896,-6.512049662,-13.86417647,25.84036221,4.956135514,3.138040777,-1.93800431,31.55781635,1.052037206,8.237854447,4.963455874,8.199797299,16.44883832,19.81883692,-3.567356247,7.803030303,11.154191,5.23732969,-0.816934053,6.020508022,-0.914918273,7.297851954,-6.314910873,5.43238102,12.72727851,7.473063361,11.9791334,11.10441821,9.662286331,4.893244254,13.77959376,13.04366509,31.3960731,6.289730438,-2.328176241,13.88432184,17.99946948,18.15351103,4.309524517,21.08500281,9.58221992,27.17641182,26.08507443,20.3938055,5.866539048,14.77813513,-4.834225353,19.47813546,15.49298145,6.805488798,7.792389239,1.777590733,-5.647087275,4.984257621,4.564707763,11.93187075,-3.384978162,-6.956238279,29.5992945,13.39877373,2.630252771,
Not classified,INX,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,,,,,,,,,,4.098551717,3.601720581,10.9165359,0.705342276,7.551377596,8.116609108,14.03128223,12.31874972,6.468792726,6.35366125,1.955604711,5.535772471,10.45245779,16.59029401,6.579324629,2.88590441,13.71926428,9.024229667,10.31261384,8.729923882,5.702691924,13.8879505,9.698954571,15.1337311,19.95178161,12.42158074,17.54845455,22.77034664,15.77179684,21.18778321,14.00814478,6.47584501,-1.697795352,6.520375222,5.479909781,6.051220823,8.901457082,-3.803444395,4.648518468,5.98184803,3.108745532,-0.822203363,5.854308729,14.92142082,41.02194759,4.422331924,12.15061294,5.381258371,10.48085179,13.80897725,14.06468161,13.49403108,-5.818228891,
"Iran, Islamic Rep.",IRN,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,12.12089738,13.18202872,10.1407759,12.41732927,16.38683236,12.48935083,16.21730789,14.22799548,18.31666223,12.69407567,17.20862571,14.36810981,11.47355049,-1.82986747,-10.22177658,10.87467608,-7.84966154,-27.21605079,-22.07792805,-66.10453008,-10.68297268,93.33311546,21.889551,-20.6346057,-9.428114883,-16.31094706,45.96326574,14.02244284,8.526678862,20.60859642,16.66071737,1.480675214,9.085206275,1.38844344,-8.956263192,0.696194999,-5.488860293,2.345746209,-2.510939635,8.129676001,-6.004722944,3.270168566,14.32093602,1.153757303,2.040804506,3.958897908,-0.182298748,-3.026607278,-0.3932764,7.495927903,-0.534490381,-20.99164892,-2.443951665,11.42186672,10.07031685,27.42292595,0.505082117,-0.3925087,-20.59881998,-12.82906965,5.177178787,8.157411859,17.14530646,
Iraq,IRQ,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.56351182,3.55044991,-3.762877556,3.667469643,20.70969827,-0.409763281,11.47499663,34.45630525,-0.864810044,-0.99614501,6.266839435,4.639243777,-10.10333786,-14.97118212,7.232258699,,
Iceland,ISL,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,,,,,,,,,,-8.231748478,14.50522752,8.664432867,-2.662788667,2.621475639,13.06748511,8.91419331,15.1574802,6.267806371,2.69883832,3.163883092,-8.943438307,11.00330893,2.406009551,11.05061404,5.946521156,3.266338785,-3.604770236,2.942776744,-0.025710597,-5.90959901,-1.981932834,6.512688865,9.278218373,-2.288754638,8.090365906,4.785880928,1.423525876,3.116089819,3.861684948,6.74601065,3.55689751,0.742435308,8.163969214,7.117023014,-4.709789972,23.36971153,3.464413441,8.316585555,0.954306268,3.395922684,3.598109357,6.804810124,3.888664402,8.947794824,10.95126438,5.079696715,0.422232509,-5.349234549,-30.68766153,14.76351401,22.12101513,6.322596624,
Israel,ISR,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,,,,,,,,,,24.09354023,13.58921328,5.479453492,5.916303993,1.634878715,13.9679709,11.63153827,5.17482552,3.158243215,7.508863039,5.191167991,-3.567112525,1.626567795,13.54395139,10.03294125,5.311658779,10.37159922,-1.562584672,3.976653257,1.851949403,-2.845902819,14.04325011,9.851174539,12.87852732,10.04650559,6.101560281,9.077219876,6.218910087,14.44598955,23.39806022,-11.67211991,-2.080310007,8.100099998,17.51934011,4.672860026,5.083159823,10.20625019,5.658579952,-12.03552002,14.87812977,8.261010285,-0.45514008,5.063289826,0.892770242,-1.722180116,2.411130304,4.881509921,5.632699942,2.907769991,-2.413970009,14.83404016,8.444359861,-1.089909988,
Italy,ITA,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,,,,,,,,,,7.442228208,8.468012603,5.989703084,7.145113835,1.681757762,11.95507584,10.64124167,10.85768708,7.796813057,-8.359514685,6.838270074,-1.30642828,3.800124488,7.702237937,3.574739825,1.683833882,4.11399438,5.188484903,8.527001349,6.195834982,-1.947191669,7.286701203,8.972121615,9.627004611,12.58284124,1.509234082,4.931021679,2.55109076,-1.029016005,12.04096313,2.666155998,-2.845027729,-1.236160866,6.15346867,3.239401545,8.184009231,6.228116081,-3.279348176,-17.8314882,11.55185144,4.932852603,1.833020157,0.247798051,2.540511179,3.985656817,2.338050016,5.367545127,2.129591659,1.226057073,-13.70937914,14.08552245,9.787775128,0.821016106,
Jamaica,JAM,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.899246838,-17.75523338,-7.45781951,-1.515816825,-3.167835981,4.755943026,0.96300198,4.805782626,2.706896493,5.133733095,8.228920604,3.630221491,,,,,
Jordan,JOR,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Japan,JPN,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,,,,,,,,,,15.99546886,4.120080584,5.238397678,23.14083806,-0.953428467,16.60136134,11.73144109,-0.252621165,4.304550728,16.98262981,13.4093218,1.487182373,4.967813192,15.35332368,5.282100016,-4.985191603,0.101867572,6.802174012,9.582148248,7.427948025,5.430172882,4.606776464,0.825146916,4.44800663,4.183153587,4.832660669,11.08498288,-2.42366092,2.000582052,13.0238932,-6.633823934,7.892537607,9.629038995,14.37086551,7.11973424,10.30604918,8.703067736,1.587887261,-23.38277052,24.8607371,-0.119600974,0.145733293,0.810553199,9.341806747,3.211234756,1.618284418,6.619072394,3.7595997,-1.458490573,-11.59467703,11.87217693,5.283076875,2.976389595,
Kazakhstan,KAZ,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.000000002,-11.5,-6.800000003,-11,5.000000001,2,1.199999999,-11.9,3.000000001,27.9,-1.8,16.6,7.500000001,11.2,0.4,6.8,9.1,0.899999999,-11.9,3.1,0.399999999,4.800000001,2.700000001,-2.500000001,-4.099999999,-4.499999999,8,9.599999998,2,-11.3,2.3,10.2,1.900000001,
Kenya,KEN,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,10.54625364,9.757071293,2.901797858,11.12492419,-7.089412725,20.46447263,-5.203825866,12.45149966,9.153707257,2.892389742,4.577122527,-10.706901,8.647371657,15.15659646,-11.61812,1.900411034,2.789458061,1.678958305,-4.575178228,5.429928682,-4.187131066,3.180295089,-2.284639876,0.874584551,6.717530767,9.771870552,0.259530063,4.607283428,9.408078674,22.54041964,-1.242192453,-0.779562247,31.52059474,-1.15556571,-7.66124369,4.558933202,-10.64558091,-4.884348618,9.280222105,1.134983487,3.607384083,7.115005419,7.212066677,12.59493867,9.379819147,3.540408213,6.157531093,2.3718029,-5.219070781,14.35239207,8.367346939,2.259887006,-0.460405157,1.85013876,-2.185286104,-6.56918677,-1.017696591,6.772101276,-3.157680528,-14.9120916,15.25060085,11.9110238,-4.5227469,
Kyrgyz Republic,KGZ,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.72072502,-19.22107582,12.338326,-6.221263205,-5.633419887,-3.836224109,6.121914385,-2.715310151,16.24580339,-27.1714506,16.3511543,59.15383066,-4.937279209,
Cambodia,KHM,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.76177561,43.7648326,-17.46769427,36.10492693,-2.960533947,49.57542804,30.29550217,17.84689683,13.70602631,9.776340533,30.17266098,18.78858826,19.31273297,11.32613892,15.76054196,-7.964537176,19.98338873,19.11808703,14.8187951,14.64703064,11.05730518,8.624826975,8.705864185,6.883527921,6.892941933,12.34445288,-12.21308156,6.142256861,21.339468,-0.367779563,
Kiribati,KIR,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,,,,,,,,,,,,,,,,,,,,-37.11739475,-7.190309901,3.392466279,54.38719581,-32.92558244,6.193088527,-14.25710592,-19.83961701,-2.561504233,-14.62729035,14.2049784,-3.276649337,-1.413685942,-2.941109495,6.611140904,-32.46679347,47.25319231,-7.828173458,6.527711562,-31.28732827,31.44639058,27.84350771,-10.11953724,-30.19380097,22.11595723,-27.69108153,48.32813305,-13.3436716,7.478956662,-20.80130086,5.322350011,18.47949398,-8.504053031,9.035739854,35.1881263,20.13395927,-24.52034821,-16.33906127,72.85083322,-33.62154183,-62.28903708,108.7926678,9.857071818,
St. Kitts and Nevis,KNA,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Rep.",KOR,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,35.4618016,15.61447811,14.59774299,28.9707751,36.55172414,42.89321789,29.99242616,37.9782482,36.53318319,30.69587629,24.18063498,42.91431112,50.87337215,4.296656356,21.34534721,39.12663959,21.89243678,16.89463245,2.987799866,8.515235299,13.86326385,2.048066586,16.4594448,12.6203001,1.294412482,35.02525115,24.43588083,10.67541921,-3.66616035,5.087604983,12.2215634,12.12432646,10.06190638,18.09768342,22.95643678,10.18990044,18.71379856,14.56462132,12.27003617,16.98546481,-1.799069774,12.81271742,13.57952674,21.00478498,7.899183358,12.0450939,12.6039353,7.602162005,-0.456772389,13.02782154,15.41719971,5.793410763,3.820237448,2.095563279,0.234197142,2.372289067,2.480344938,3.975936885,0.238336269,-1.706806027,11.09474031,3.428529665,3.080520882,
Kuwait,KWT,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.26203732,7.687181837,-2.997354247,0.363671782,-0.867932694,2.461250291,-4.754720354,-0.321929282,-8.496366667,-2.889626433,-2.290745753,13.25023523,,
Latin America & Caribbean (excluding high income),LAC,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,2.404271483,10.26434569,6.282034877,-0.828662178,14.23886259,9.925043942,1.383852343,6.608613104,10.26845109,31.86707192,3.246512005,17.19643645,11.79001517,2.316053965,4.301026362,5.449652376,6.397685697,13.39670804,11.04794497,9.993285409,3.214063814,-1.745964624,20.37906862,14.59029113,-2.673927396,-9.569920902,7.246443807,11.54288301,-5.821734531,-0.352389472,4.94054842,9.675661966,3.416307626,4.52554969,7.116332641,8.803793746,8.901922866,6.867778564,4.871689844,11.06660952,2.697818669,3.6633617,4.305060946,9.463929585,8.561751832,6.440624097,4.816391996,0.346622833,-8.743740677,14.78157265,7.073705771,3.888662586,2.191897363,2.562001894,4.861388322,2.434433071,3.890991425,4.476186387,0.932345698,-8.914468089,8.059533436,7.813687493,-2.71668408,
Lao PDR,LAO,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-13.739,-4.587999993,-8.266000005,4.479999999,11.66,14.378,8.142000001,13.582,5.595999999,15.707,22.424,6.711,19.362,7.033999998,6.652000002,10.458,,,,,,,,
Lebanon,LBN,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.022640918,12.59147735,99.0970492,16.82642273,0.044473491,48.93924624,36.05612599,27.06792535,5.099999999,5.400000001,1.6,16.8,12.50000001,7.099999998,24.02782654,4.699767975,-3.276190244,11.64358112,8.245171486,9.611833876,9.864711052,2.605928689,-14.91491354,3.387548309,-7.059633448,9.923282109,-1.423033732,3.923322675,-4.685708831,-0.907659375,-53.74362605,13.08365942,0.299990552,,
Liberia,LBR,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Libya,LBY,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.868137001,7.73352483,21.31426621,10.41665552,-10.86138259,-4.765365925,310.2144428,-71.37698624,211.5058087,-26.25966105,-53.79172674,-2.110343709,-5.934515646,132.6323418,26.02867841,4.699480583,-66.33593203,126.0964904,-19.94941008,7.101751188,
St. Lucia,LCA,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latin America & Caribbean,LCN,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,3.100630555,8.978356904,6.168298893,-0.0434305,13.46200698,8.99246859,1.322738208,6.487056093,9.656115839,29.66247622,3.022429623,15.597911,11.37428327,3.731965169,4.405698473,6.398217866,6.658047336,13.14685436,11.12692351,10.11003721,2.651590235,-1.5828711,19.18301501,13.89034093,-2.10636924,-8.537392126,7.039624618,11.49952177,-4.629782979,0.332704897,5.275095126,9.856434502,3.491242863,5.109097961,7.248722132,9.012745492,8.970756231,6.52019009,4.541824063,10.76484048,2.951138794,3.355700555,4.555153799,10.1039738,8.043372596,6.167365269,5.164986386,0.803027376,-8.053556415,12.95980839,6.900008221,2.924638079,1.968872261,2.125545363,4.043548882,2.085052528,3.632685505,4.42985624,0.783490281,-8.878476305,8.079191509,7.794361404,-2.280185142,
Least developed countries: UN classification,LDC,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.30713781,15.29941202,11.52871212,10.37062524,12.15998508,11.03508005,11.30669627,-0.521082717,6.139284989,-41.81407421,-15.92452205,4.89279703,8.482193359,-10.0201843,-3.967481194,10.32626273,4.525945981,4.371387589,-7.643147715,7.818046667,12.3457256,3.679676878,
Low income,LIC,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.850211988,2.339920896,29.12552845,8.0424008,5.562367467,5.143950366,11.55795362,57.81683562,-2.055855783,7.181990565,12.52918079,13.73917439,9.893956067,4.773381094,12.36248293,8.234859949,10.51041099,-2.40143751,8.189866502,-59.81149123,-43.98765485,6.225846083,13.69797197,-19.05644719,-6.987448277,11.35127629,8.67209817,4.125114901,0.503162147,9.656106385,10.4394575,3.320268381,
Liechtenstein,LIE,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
