Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,6/5/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Panama,PAN,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.093825345,-0.733082663,-12.32624814,19.39441563,0.103154495,-3.762191493,-11.18468942,16.55908772,13.05794349,12.1679531,20.57328908,19.67113951,-2.216874816,5.774038478,20.72378842,8.835312421,-4.427980526,-7.490836399,0.352168949,-4.702666043,4.966837983,5.346077264,1.09379163,-18.01397633,27.96363207,22.33059288,5.080459064,
Peru,PER,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,18.00502332,6.756263683,-1.800056964,6.897151807,2.897764272,4.683050311,5.889168766,9.867262953,-1.771099467,5.717686475,-2.92731746,9.295931956,-18.51196793,5.204263734,2.301485421,3.432822443,12.94627383,12.94307197,16.65987365,-9.829097156,-2.57660392,9.919464422,-11.47560755,7.428474114,4.10259662,-13.33942439,-3.577578633,-6.669825418,18.81516773,-11.67789647,5.775528431,4.369546862,3.10793501,19.3932261,5.50109529,8.899789769,13.0988131,6.442028069,6.945021876,7.799107721,6.800384668,7.8209416,6.330529707,14.71508113,14.16135855,1.182316655,6.66172735,7.781769107,-3.292332621,3.232102056,5.489002628,3.106122199,-0.564693912,-3.803059502,4.26188239,11.75035283,8.806859247,3.363189506,0.32808177,-15.99174724,14.37686603,4.514802574,5.128136267,
Philippines,PHL,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,3.308351757,15.89158599,19.09174838,5.997128669,13.59558218,6.098224015,-14.42053123,-11.27521911,-4.371625678,20.61083666,3.413191176,12.48860528,16.04817525,-11.41009898,3.533520909,12.82865803,16.41343046,6.055245752,4.294154785,39.81821138,9.475405172,-10.53617941,5.249799539,5.430511714,-16.65088687,16.66326346,6.250722024,14.78965673,8.379585884,2.332341177,6.414631,5.082269771,5.9444269,18.7822938,11.1549901,14.53587389,16.69266013,-19.91415214,10.16704032,13.72340841,-2.168162505,4.845127502,9.233229125,6.541334951,12.49810928,10.05717955,2.862153078,-4.300348241,-4.708317404,20.30773106,-0.780862428,4.507422518,1.973608627,12.13709546,9.967003068,9.206456504,17.40178115,11.81633785,2.636017268,-16.14349944,8.000671081,10.95932663,1.439401294,
Palau,PLW,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.584502245,-2.758808851,8.698986541,-14.7755908,7.834793429,19.51531777,17.5101052,2.671324138,10.18052376,11.91219638,-3.743783289,-9.50948877,-7.703927492,-11.53846154,-43.01572618,-73.53896104,119.0184049,76.19047619,
Papua New Guinea,PNG,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,10.06037326,7.404012666,5.957453286,8.835321112,9.667921869,12.18034962,13.85720936,11.64383944,12.78905715,25.64854008,54.61205026,39.82335763,13.63214937,-3.49733684,-8.723143219,3.985860991,9.44206514,-0.270468104,-0.325379577,5.400612542,-1.626227579,1.744933658,3.146341693,12.25151888,12.00581528,-1.014212816,-1.426424042,-0.896770575,-4.565554001,15.82804761,28.06511261,26.69426107,9.941523124,-3.2436414,-6.084939223,-16.36728962,5.633708691,15.803035,7.086488879,10.43506514,-1.25669546,14.26356093,2.716415854,,,,,,,,,,,,,,,,,,,,
Poland,POL,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.33167543,12.20128197,14.24357958,-2.514461769,23.60728893,3.054803387,4.826011134,14.07969697,4.715669827,10.05950191,15.26544551,10.17662432,6.992556025,-6.035552783,12.58972256,7.744991922,3.920005375,5.060498359,5.497597853,6.608697412,8.959246327,9.091990364,6.757367674,5.33745532,-1.075662343,12.30316774,7.405650164,3.716441896,
Pre-demographic dividend,PRE,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.09626712,1.858222482,4.33607602,-41.45000893,-12.51901635,1.435898325,10.42515206,2.305709251,-3.355718131,7.596950113,3.600986383,2.012056907,-6.434955254,1.566694055,10.68498186,,
Puerto Rico,PRI,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Dem. People's Rep.",PRK,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,PRT,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,,,,,,,,,,9.884602181,18.5495592,4.177993247,-15.70900203,-15.58944257,0,5.899432643,9.093147794,32.96625001,2.215604122,-4.442965673,4.668815838,13.60517319,11.63514724,6.665915539,6.755652296,11.21302599,8.183234011,12.2044611,9.488127958,1.162036528,3.237503404,-3.273416414,8.388649326,8.838009216,5.70416059,7.299408302,8.094575804,3.504591267,8.538365647,2.319682319,3.318083011,4.96053656,3.601833664,0.275238674,12.46892359,6.477096199,-0.42053628,-10.06865453,9.177653908,6.883423621,3.088403882,7.259670416,4.303538493,6.252250414,4.711669665,8.390561021,4.29681919,4.004411875,-18.33466113,12.03454413,17.1528642,3.479202723,
Paraguay,PRY,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,,-2.189126371,12.46120684,32.48695523,-7.930759467,-2.129121138,6.529557961,18.05767082,17.77165562,0.338780135,19.78977494,41.77382479,38.65941684,-3.848541961,80.2541741,22.99292053,20.89355593,83.02223497,-18.53237129,-25.41670148,7.933231823,-14.7529323,25.51720074,35.77026166,37.05770809,5.746929048,39.01109769,9.805141814,17.28592937,6.76528953,1.330139762,27.35184114,12.00103159,17.37950453,-8.633846861,-5.656028259,13.60756418,-13.8626726,2.178746793,-12.68885633,9.185170632,10.19102619,7.709152127,10.50288828,3.43339857,8.677029786,6.474912453,-9.930213323,23.64626254,0.33941902,-5.683240956,13.60496802,-4.300824851,3.204341393,9.166397189,8.478431338,-0.39651504,-3.409208714,-9.012403361,2.060004409,-1.060832361,36.70258244,
West Bank and Gaza,PSE,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.77184136,-3.96324157,20.89313728,17.15039818,5.701011981,17.08616772,-32.93903764,-18.43622767,12.4142251,6.96949892,19.31225735,-2.798438081,21.39646102,19.9259376,6.98377242,0.675509703,23.03891668,0.530464528,4.413650261,9.554621452,-3.246249353,-1.604063628,13.91568175,2.508347909,2.008764106,-11.19939175,17.31666595,5.940738578,5.707495178,
Pacific island small states,PSS,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Post-demographic dividend,PST,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,,,,,,,,,,6.073992083,7.632349576,11.35127244,6.395337149,-2.895675353,9.187835841,5.810128663,6.041208393,6.809823204,4.534290558,5.066446003,-0.660286635,2.564652357,9.697733779,4.851668391,2.612529321,5.341044475,8.032659444,7.221174944,5.240995458,4.052032635,3.655874397,2.807007673,8.922456296,8.734303328,6.287580202,10.79257794,4.115938333,5.179943559,11.57155423,0.329195721,2.000073661,2.821747757,9.504581223,6.116111919,8.579665128,6.590602457,2.479736387,-10.98741939,11.9340852,6.346847212,2.455320851,2.80292102,3.517895062,3.108037981,2.214176128,4.830187121,3.463170713,1.273124621,-9.65323981,9.140023459,5.186627047,1.332372437,
French Polynesia,PYF,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,QAT,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.277133467,-1.151932776,-2.195056654,-1.545358101,,,,
Romania,ROU,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-17.91621092,2.897781164,11.12603165,19.03587407,32.48115535,6.085604412,11.16854883,-1.596768413,7.315543366,-18.5762976,14.2603908,17.35143984,8.340800464,14.14380414,9.203497258,11.77130013,20.89920691,13.75069789,-5.68382756,15.62054082,12.11217583,1.059993997,20.73430296,8.53596874,4.583194648,16.33959312,7.765178531,5.262126648,5.359026436,-9.460889298,12.63727782,9.307119068,-0.763681945,
Russian Federation,RUS,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-29.97604847,-28.67646891,2.112545419,12.570762,11.53754366,3.614510186,-0.50015522,1.899743465,11.19956454,9.499479899,4.200311071,10.30004558,12.59977148,11.80013818,6.500035399,7.300046543,6.299815807,0.599852686,-4.700150125,7.000254252,0.30012346,1.360421664,4.561727799,0.510432046,3.673262303,3.168854896,5.013643181,5.554217178,0.732544576,-4.170377317,3.280495435,-13.88677765,,
Rwanda,RWA,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,-11.69653863,-9.9660699,-42.30114734,76.90867176,7.874624118,-0.224056388,-0.269324041,-11.03209531,-2.474447634,58.81802634,-10.17349373,7.55563819,44.85766053,5.7675687,-22.56539027,70.02187048,-35.84146779,43.65917777,35.4026087,-6.924572345,1.241159548,2.109764277,-9.512079435,14.35822993,26.33730002,1.554277096,11.04567705,-20.62638487,5.138833578,-3.517531899,-7.560841188,-8.499997611,-17.79532924,-61.06338285,8.571075692,42.07121612,30.4106,1.900259812,40.46361796,0.198962802,39.86847183,5.096591145,20.39596577,31.74370362,11.16199203,1.729752721,43.95021278,-11.41780956,-3.116808714,8.249168525,23.69164967,9.011659153,18.88326422,7.240580339,6.254988986,12.93161731,41.91008699,10.8730335,19.90042307,-9.59211292,2.41499145,29.35079751,25.78998721,
South Asia,SAS,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,-0.702923856,2.248881177,14.84842828,-4.388059875,-8.924080841,19.90512938,3.091475811,4.245953176,1.897447596,24.60127971,-1.437105979,-1.298903759,9.10633487,-1.115868768,15.19943464,18.99035422,-4.453192828,7.378395294,11.88858735,7.402131573,0.782195042,2.832757497,4.778145757,4.236539798,-4.370380758,11.59566648,12.06814749,4.280498741,12.31855709,8.756789413,14.90866562,7.992472683,10.01463835,9.930254002,22.56554916,5.497559636,-2.381324952,10.1094228,13.80956762,17.65101933,6.002650892,18.08591164,11.17083696,24.7560618,25.71216703,19.55286263,6.010718379,12.83760588,-4.543132345,16.9580314,15.13304369,5.716947926,7.515246281,1.658033053,-5.288755111,4.458466318,4.149232047,11.18852402,-1.294765807,-8.219238034,26.35113666,13.76504309,3.224294751,
Saudi Arabia,SAU,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.815774679,-10.27416461,20.91758337,7.73437188,6.701406301,2.195608375,0.188950495,-1.187145263,-10.72087493,4.353850452,10.16623979,3.335481491,-0.114255681,-2.030072178,0.697815386,6.881002096,-1.732380131,8.641558487,-4.884172483,-11.78081972,5.602419548,20.49911844,-6.512831127,
Sudan,SDN,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,3.7542701,25.32893675,18.50393232,-12.2923488,-12.62627126,18.55000065,11.5578821,5.129919661,2.875674967,-3.482481314,-12.27515893,1.379138566,-4.099195512,-15.46574097,17.86457612,10.94242052,-12.95213295,-16.22961509,20.08254596,16.34783338,-15.73960333,-0.813603966,13.17106013,-5.226870054,-14.06454327,-0.629467853,-6.684145205,-9.238447324,-11.95839592,-23.50356703,-8.428503729,22.15303766,-8.466771687,8.467304774,1.548224671,12.29107515,1.833143133,52.19519992,112.5333448,-10.67447888,9.815157772,18.52199861,28.07765505,8.399999566,2.94000091,13.66311029,13.02374308,13.4599996,1.799999953,9.000000142,-96.3644191,-76.60001082,61.99997325,72.00005662,-1.999979425,-3.040058001,8.999994226,8.000023838,7.000015328,5.234136891,8.000030492,11.99999798,-39.90001274,
Senegal,SEN,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,33.20079945,4.925371174,-21.19488089,9.747296118,3.94736584,11.32396764,-4.665391956,5.334937824,-1.485148517,9.199845386,-11.43362832,13.90887289,-12.49122807,6.736166809,12.62208865,16.24416278,6.800573888,-34.22890919,21.24183008,-17.69702436,31.90807842,7.155696035,20.88909285,-7.386159006,-14.14249877,4.698116841,-7.005175643,0.536442899,16.11342341,-4.544699801,-6.759818894,-1.883262533,-6.152790457,48.6538325,1.147139661,-8.712421165,-3.840952759,13.1029756,0.706508084,7.111614404,-6.002649616,12.95514574,-3.620883451,12.97562593,-4.045168314,5.995318336,2.231069532,1.030709476,1.817092235,-0.802141352,2.128798443,7.265313732,-2.780880817,4.636085256,9.362248026,4.147687132,8.18274587,8.189115268,14.69512849,-13.23031468,22.54182465,3.525483083,6.600000002,
Singapore,SGP,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,-5.438408271,4.701198507,14.00031523,-17.93577823,10.40561031,17.69766333,3.904186182,34.46156726,17.52430225,5.268820388,10.52498336,5.630493061,22.18161959,14.61296769,-2.591719574,11.96215351,14.19744322,11.54545748,23.43217838,21.98795281,11.23616454,4.855132297,5.636640159,8.622316374,-3.277338468,12.85863151,14.13710723,29.70355962,9.888379699,13.07718397,8.587160119,7.242614624,16.97666575,18.49216169,21.0873811,9.346095384,10.23102058,-4.417237798,8.018097489,14.32829348,-3.64070742,7.380740438,13.87071051,19.39928807,12.77985174,10.95426011,8.538106465,5.26120343,-7.203905689,17.78766503,7.690486037,1.397154643,6.1398429,3.619961888,4.967697826,0.045514776,7.528381855,8.2613715,-0.025314683,-0.178668906,9.202165315,3.002822614,2.38388472,
Solomon Islands,SLB,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,,,,,,,,,,,,,,,,,,,,-1.893287378,-1.578947436,3.921568653,0.171526594,-3.253424659,22.65486737,5.916305814,10.08174386,3.712871347,-5.608591931,5.689001304,13.15789627,0.739953189,7.869891548,12.74318691,14.66781561,8.878855432,16.5169337,6.405692699,-25.69676761,-31.50787415,18.51040117,31.70055661,5.931623932,9.316335861,1.609014417,16.27602906,10.3077756,-17.78297969,32.72409993,32.07044495,13.98705824,-5.168926684,-11.31092315,-6.465540799,10.70176464,5.164814864,6.218630797,-2.842224637,-21.84665516,-0.995675037,-1.505389861,,
Sierra Leone,SLE,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,,,,,,,38.44119255,6.922240973,-6.088179746,-1.399163254,-3.979174552,-4.636976874,-5.402052401,-13.2033303,1.768695479,-10.27224493,-23.68116848,-3.412456058,-22.02974094,-5.060566256,-17.61136832,-10.53294594,21.15238835,2.538888006,22.23190911,-11.98288158,-33.54943282,43.41463435,-18.71480572,50.64117234,-5.97222284,-13.36779165,-23.82040856,-36.10611751,76.39426356,-25.93689951,-14.69855643,-1.278878943,21.35471335,11.74834326,36.72314085,65.29788282,11.48160566,8.635692555,7.724320806,1.117572349,-18.52326382,11.01378141,19.49061625,-1.442363751,152.184758,40.34842899,60.46255327,-55.08935552,21.71824651,23.27502313,-34.86702457,-10.36818779,-0.538312873,69.76999804,8.988366673,7.035576696,
El Salvador,SLV,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,,,,,-0.702980296,15.76864704,10.70325828,-4.050499171,-8.404719744,7.678858208,17.9402767,-3.982643559,5.548224431,9.285001095,-8.517049347,-11.11953435,19.26819869,32.74882961,-17.42119263,-19.51959512,-15.4080711,20.69348835,-5.214086953,-5.180524429,-12.98947116,12.19425748,-9.162720139,-13.58577767,23.8946494,-2.077567931,6.429599568,28.51804982,8.874414466,11.89974357,9.337281285,28.69559442,2.97723988,6.174592164,15.3542334,-1.60587343,5.442821213,3.770454565,2.483770285,-0.974804402,6.207826881,1.90597206,2.493765605,-9.245741795,13.40482579,7.210401563,0.55126792,6.250001026,3.199174088,3.28,0.203330751,3.391632042,1.551401869,8.512792196,-24.06920533,29.81123646,9.137842024,5.163986124,
San Marino,SMR,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.715240883,-1.239435203,1.169698783,0.471670465,-7.135517126,26.58734926,15.56611269,,
Somalia,SOM,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,21.80423105,-14.47649136,27.61041548,-5.476046237,0.95472549,-4.846547591,8.46075128,-0.705515982,5.495847812,-24.70475068,19.3174614,41.54809578,-23.2322503,-12.07265469,-10.34514989,-16.32191806,88.1426115,23.85439395,5.186722785,51.97500713,-26.31622151,-2.558662378,2.472808918,-22.90893572,-57.82102744,75.40143154,-2.869273182,-26.67537337,12.14207724,,,,,,,,,,,,,,,,,,,,,,,,1.408760659,10.36293931,7.139489696,0.239647158,-9.333236086,9.975662608,-3.878400489,1.833914182,17.02873353,13.68394941,17.50983872,
Serbia,SRB,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.2643514,51.08050524,29.50496304,-42.20500276,13.84581811,53.99670744,19.34045332,28.05477219,9.901171469,18.55524523,7.096233878,2.900472959,12.55805107,-11.53283723,16.86086936,5.628734771,2.8574666,18.04026863,4.267404071,9.042365043,10.88559721,7.863767664,9.043125312,7.25188317,-4.585259863,20.42751687,17.03135924,2.728518347,
Sub-Saharan Africa (excluding high income),SSA,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.025852611,4.465523689,6.625628793,4.631786947,7.898088265,7.501001337,3.925465007,7.453841127,21.54960491,-0.595400245,4.206802624,6.663162454,7.386127697,6.502534378,7.163196439,8.777957634,9.847487951,6.783998133,-3.272113598,6.632765877,-31.13016993,-9.463655832,2.635534976,6.491193651,-1.628882717,-1.857742073,7.113596515,3.287454454,0.304565293,-9.603386403,8.915155731,10.45076646,1.993554847,
South Sudan,SSD,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.84368698,-1.566901408,-2.068801049,-91.88481675,99.54988747,52.8,-52.31068673,,,,,,,,,
Sub-Saharan Africa,SSF,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.995533804,4.42703473,6.627117166,4.592756605,7.877728358,7.552797246,3.96641983,7.412750445,21.49799541,-0.543443908,4.184374186,6.634610923,7.378511531,6.513589575,7.202773407,8.814437452,9.819998556,6.751102364,-3.263401908,6.605290736,-31.05815475,-9.394092189,2.679776269,6.512410894,-1.626219202,-1.820875688,7.164799849,3.254673197,0.302984699,-9.698339398,8.962395006,10.52374984,1.984717393,
Small states,SST,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.708801851,4.089872349,1.15937051,4.849155296,6.15036015,5.733564647,4.519569124,0.479143069,-5.885943609,9.434100473,13.82366611,9.438072928,0.526314216,1.2941082,3.09957763,1.979053647,6.808935818,5.500107531,4.509780437,-9.154601981,20.84806102,13.47089432,-1.92221873,
Sao Tome and Principe,STP,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suriname,SUR,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovak Republic,SVK,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.25394185,14.75877369,4.548059904,-2.28713607,13.93981119,-2.282886719,10.10808268,8.175287414,11.02800706,7.405229865,19.72305724,21.12941606,12.62488507,22.82401867,14.45296631,3.008149677,-16.36356725,18.03675616,10.08952648,9.210165328,5.381526236,3.301243166,6.752419736,4.902480257,3.641691471,5.476424663,1.356554561,-6.355352931,10.6610738,2.769424296,-0.680412083,
Slovenia,SVN,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-20.1462215,-23.49482744,0.586683091,12.32771929,1.089982394,2.971848117,11.6346259,7.821851366,2.004496934,12.59252493,7.182546526,7.78231857,3.160497559,13.04247211,11.36390048,14.1225379,13.85780433,4.183342919,-16.53269353,10.32286606,6.690267303,0.746695442,2.795649322,5.830561244,5.430428857,6.430413794,11.07037297,6.155382404,4.480614387,-8.530734918,14.47599949,6.765807778,-1.981557801,
Sweden,SWE,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,5.200479371,8.09996551,7.299705179,11.99963953,5.60031628,4.900249393,5.499718975,7.600141958,11.49981645,8.599893905,4.800013743,5.899945677,13.70004287,5.30008095,-9.300014265,4.299849949,1.499917439,7.800035899,6.100070795,-0.600003465,3.101584229,6.762743257,9.506098815,7.082629256,1.270120514,3.479787183,4.036311033,3.336898907,3.17738904,2.308087611,-1.965785102,2.157262141,7.805636808,13.60027264,11.24098339,4.296140923,13.83167808,8.891771019,7.048995343,11.75986193,0.525769836,1.637145304,4.234954134,11.21982874,7.060062008,8.316337567,4.411144066,1.004090279,-14.28308216,11.05056676,6.776257488,0.708045783,-0.126886762,3.918695866,5.106496189,3.217203251,3.249674239,4.444690347,6.903749254,-5.46912123,11.93277903,6.186627174,3.15660314,
Eswatini,SWZ,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sint Maarten (Dutch part),SXM,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,SYC,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,,,,,,,,,,,,,,,,,,,,-12.94227932,-12.62825277,15.22671333,23.71100551,13.82739762,50.65705954,4.468800906,14.34666171,36.68305127,2.266511084,6.586651761,-5.607688054,7.05657192,-6.623713576,1.321460859,25.31466618,17.07377282,-4.274174373,5.020949653,18.65499274,-2.758620499,-2.836963215,4.379604073,10.99201768,22.60053708,21.53780978,1.061525999,-4.741302273,0.475411776,-4.750565707,2.263942096,12.84678033,14.06541375,11.42558605,-1.036755341,6.289226299,17.56545747,-2.812033866,-0.00788804,-28.43215018,20.73452047,26.68373908,0.278665848,
Syrian Arab Republic,SYR,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,,,,,,,,,,-4.936239546,5.773199482,2.438863076,3.53972302,28.6622913,-12.17331249,-3.95524653,-8.55800859,19.57556432,-3.433916162,0.933219062,0.915156008,3.261479285,-4.5294635,9.450781695,-8.772125263,19.38591373,12.20920321,17.96949379,22.45698685,16.2851514,-1.582650533,9.330662354,23.30739016,2.67968718,13.45282351,15.13391429,0.502109061,9.619164164,0.474827091,12.96328604,0,-16.62457867,23.85704815,-1.498203992,20.56375245,1.412026195,-2.261640991,-18.97989844,11.18814551,-47.269758,-67.15922742,-30.51653926,-14.47314305,-4.455397932,-4.439187659,29.98182919,-14.38267353,10.69594643,47.10233224,15.76591632,30.68589792,,
Turks and Caicos Islands,TCA,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,TCD,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,1.680705372,9.91735712,-7.518820273,9.756553023,2.962582896,5.036176725,8.903923324,1.887000924,-6.790289066,24.50349067,6.38297872,-14.00002719,2.906851158,-26.55512668,13.84854135,29.72974065,0.002294669,-3.862011336,-6.012987103,-9.812484908,-9.833033811,-46.02451258,143.8929285,12.00172441,-19.8180059,8.312679354,12.29638997,12.45673916,5.29053841,-12.39807661,-3.545312487,-3.827485383,6.888387096,-9.111587219,37.84135893,-18.22704555,11.6777243,6.650458603,-1.614734253,-8.606796148,-3.046469433,-6.125258972,122.6909579,,,,,-1.156786501,-13.66148172,21.63890623,7.425705228,2.651077816,-13.70000043,5.600001748,29.20002135,-3.901114964,1.299999048,5.597527675,5.991307846,1.118137353,-0.370967446,5.014857255,2.9095096,
East Asia & Pacific (IDA & IBRD countries),TEA,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia (IDA & IBRD countries),TEC,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-21.78915857,-27.26762565,-1.830528339,9.014210902,8.365293139,10.28196128,5.273447418,2.992858942,1.140682416,13.88969341,3.734708195,9.076829898,11.17282734,12.41976728,4.487017492,7.011039377,7.915966778,3.615814156,-7.480549806,7.373386259,5.985270383,3.752192898,4.379481755,2.142613459,3.230533125,4.184519169,7.870456576,6.287518061,3.880042186,-7.58970045,11.2718889,0.802459505,,
